Year,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
73,"4,792.00","6,547.95","8,947.35","12,225.59","16,472.86","22,219.14","29,570.57","38,943.20","49,072.76","59,667.00","67,940.03","74,629.75","79,949.17","82,356.17","85,611.34","87,862.47","86,594.14","88,069.60","88,431.67","89,709.32","92,834.19","90,826.87","93,058.01","91,237.18","91,735.06","88,748.18","89,296.76","86,828.66","88,334.84","89,595.16","90,149.40"
74,"4,792.00","6,558.21","8,975.39","12,264.68","16,645.36","22,240.92","29,629.11","37,853.03","47,456.03","56,281.39","62,951.57","71,698.93","74,565.04","80,528.32","83,267.16","84,165.39","87,894.57","85,893.20","87,101.05","87,586.92","88,803.55","88,389.62","89,476.93","89,634.16","89,633.13","90,343.46","89,584.03","90,472.83","91,411.95","93,725.46","92,028.74"
75,"4,792.00","6,547.50","8,946.10","12,186.32","16,554.66","22,368.63","29,804.10","39,374.21","50,187.93","61,070.72","71,958.67","79,643.38","86,485.66","89,923.20","91,999.48","90,999.95","90,174.71","85,853.39","86,074.97","84,894.87","85,961.30","88,821.31","87,503.43","90,021.98","87,391.39","85,784.93","85,519.87","81,173.99","83,128.54","81,276.28","82,370.37"
76,"4,792.00","6,546.76","8,944.09","12,199.61","16,430.76","21,985.66","29,104.70","37,522.50","46,142.25","55,503.85","63,762.08","73,052.75","79,544.64","84,088.41","87,555.41","89,752.50","90,294.08","91,323.54","90,390.80","89,329.30","88,980.08","86,444.35","83,429.56","81,621.41","79,246.65","80,687.26","79,551.21","81,444.34","80,991.97","83,642.63","85,265.51"
77,"4,792.00","6,570.74","9,009.72","12,223.61","16,451.90","22,227.73","29,291.30","38,427.42","48,070.96","58,381.00","69,731.96","77,786.16","85,726.49","90,205.18","94,651.04","97,150.21","99,479.68","97,151.91","95,703.78","89,516.09","85,971.36","83,855.13","81,650.10","81,410.48","81,958.38","81,878.36","82,094.10","83,716.64","84,549.52","86,285.47","84,983.03"
78,"4,792.00","6,552.55","8,959.92","12,236.07","16,560.91","22,357.23","29,777.53","39,413.04","49,469.79","61,413.45","69,948.95","78,611.33","82,977.29","83,855.61","86,734.60","85,003.12","88,354.44","88,691.06","89,302.81","90,918.69","89,031.48","88,272.94","88,454.04","88,040.67","89,104.61","87,562.10","86,553.63","84,761.10","85,681.77","84,202.69","86,693.29"
79,"4,792.00","6,549.42","8,951.37","12,205.67","16,525.25","22,307.72","29,500.05","38,798.15","48,357.79","59,155.81","69,207.81","78,297.75","86,650.11","89,924.83","94,872.09","95,317.44","96,099.52","96,465.20","96,355.02","97,173.37","97,963.52","94,906.20","93,098.34","88,435.25","84,013.41","83,400.82","80,580.28","80,849.71","80,329.86","81,875.33","83,119.13"
80,"4,792.00","6,551.56","8,957.22","12,150.56","16,527.23","22,302.53","29,613.86","39,166.95","49,461.43","60,923.10","71,736.39","81,308.96","89,098.38","90,946.35","93,492.13","89,567.02","88,749.94","85,852.25","82,599.18","82,688.24","82,743.68","84,739.97","88,127.68","89,795.22","92,009.27","93,505.06","91,343.08","91,428.63","90,099.38","89,245.31","90,931.95"
81,"4,792.00","6,571.65","9,012.24","12,312.31","16,634.39","22,237.83","29,752.09","38,034.98","49,045.55","58,520.75","69,120.82","78,427.75","82,728.95","88,536.46","88,424.99","92,067.60","92,852.68","91,577.43","89,826.38","88,551.50","86,083.57","86,976.32","87,470.18","86,115.67","85,244.11","84,431.46","81,166.80","81,307.48","80,677.95","79,053.26","78,904.63"
82,"4,792.00","6,552.24","8,959.07","12,212.97","16,487.03","22,004.85","29,444.83","38,210.40","48,273.02","57,941.48","65,611.29","71,963.09","77,123.51","82,064.56","83,108.47","86,892.73","84,943.60","86,127.92","82,801.04","81,943.41","81,178.74","78,639.58","80,380.49","81,189.45","84,062.89","85,686.79","89,129.53","86,973.43","87,528.20","87,467.27","84,273.71"
83,"4,792.00","6,550.73","8,954.95","12,213.05","16,523.01","22,279.39","29,490.49","38,839.22","48,192.67","57,275.62","66,716.98","73,714.94","81,670.43","88,239.45","93,014.48","96,943.60","94,995.86","95,131.14","89,578.94","88,814.47","86,639.68","85,455.56","85,150.26","85,414.39","85,904.74","86,613.45","88,193.66","88,171.27","90,567.48","92,011.39","91,138.89"
84,"4,792.00","6,537.78","8,919.56","12,168.98","16,415.51","22,012.49","29,306.20","37,867.99","47,363.05","56,099.69","65,110.11","72,488.69","80,267.01","84,384.40","85,728.86","86,645.83","85,997.88","87,233.32","85,839.24","88,346.47","87,690.93","88,331.46","88,163.29","88,729.30","89,170.91","89,106.13","90,792.75","88,474.34","89,216.69","89,292.90","87,526.46"
85,"4,792.00","6,568.15","9,002.64","12,253.76","16,514.70","22,244.13","29,406.97","38,763.34","47,705.63","57,425.97","65,074.31","71,162.39","77,221.95","81,827.30","84,531.72","88,872.15","90,051.97","90,810.75","89,468.84","88,786.54","87,328.58","86,671.51","88,302.78","85,126.66","85,180.57","84,281.35","81,976.55","84,017.87","84,277.86","87,257.73","87,893.79"
86,"4,792.00","6,544.04","8,936.64","12,177.32","16,528.66","22,238.22","29,589.08","38,870.89","49,371.21","60,317.97","69,248.25","78,497.11","81,424.76","84,572.56","85,265.64","85,237.66","83,401.62","82,487.86","81,862.48","80,759.22","82,646.16","84,025.06","84,032.01","84,982.70","83,999.64","81,751.61","79,729.41","78,133.45","79,207.24","81,127.26","85,489.20"
87,"4,792.00","6,544.04","8,936.64","12,177.32","16,528.66","22,238.22","29,589.08","38,870.89","49,371.21","60,317.97","69,248.25","78,497.11","81,424.76","84,572.56","85,265.64","85,237.66","83,401.62","82,487.86","81,862.48","80,759.22","82,646.16","84,025.06","84,032.01","84,982.70","83,999.64","81,751.61","79,729.41","78,133.45","79,207.24","81,127.26","85,489.20"
88,"4,792.00","6,555.14","8,967.01","12,252.77","16,657.69","22,259.13","29,717.94","38,826.47","49,078.07","59,051.33","68,525.67","73,699.50","81,295.66","83,787.02","88,161.43","89,449.90","91,918.79","93,035.88","90,086.18","88,081.45","85,064.98","84,324.11","83,516.84","84,911.44","84,293.77","85,783.00","85,950.60","84,873.29","84,109.09","81,394.68","80,911.37"
89,"4,792.00","6,569.12","9,005.30","12,307.43","16,560.23","22,157.65","29,539.11","38,278.59","48,492.55","58,247.65","65,965.72","73,317.53","77,072.94","82,805.23","83,782.51","86,400.59","87,667.08","84,901.18","85,713.92","82,506.11","82,643.07","83,025.91","82,684.40","85,803.22","87,382.96","86,492.20","87,111.00","83,967.02","84,250.40","82,197.23","82,259.02"
90,"4,792.00","6,554.78","8,966.01","12,242.95","16,580.89","22,371.25","29,800.69","39,359.47","50,204.17","59,958.74","70,483.99","77,229.61","84,559.99","89,714.23","94,842.43","97,742.67","100,173.46","101,814.32","101,596.91","100,745.07","98,155.72","97,340.03","93,447.31","94,145.10","89,916.47","89,651.58","85,267.48","85,656.55","84,651.22","87,207.55","87,784.41"
91,"4,792.00","6,549.87","8,952.58","12,201.02","16,572.43","22,298.59","29,613.11","38,771.32","47,944.69","58,259.80","65,430.79","74,788.06","79,451.66","83,549.90","84,064.32","85,614.37","82,553.82","83,560.38","83,080.46","83,036.42","84,287.51","83,188.21","82,861.39","82,373.69","82,758.01","85,160.81","85,323.10","88,545.64","88,575.06","89,952.04","88,373.62"
92,"4,792.00","6,570.73","9,009.71","12,237.08","16,531.58","22,148.28","29,657.48","38,758.93","49,422.43","60,267.36","69,507.46","77,949.13","85,152.59","86,635.10","90,093.41","90,501.56","91,851.00","89,613.28","90,203.37","89,181.62","87,411.29","86,087.18","83,920.69","80,310.26","77,676.31","76,422.07","77,201.64","77,674.99","81,317.10","81,216.89","84,885.87"
93,"4,792.00","6,563.30","8,989.34","12,233.24","16,612.80","22,203.94","29,331.30","38,223.11","48,099.78","59,409.23","70,044.36","78,343.27","85,273.34","86,385.12","89,694.66","88,307.88","89,799.68","90,156.31","92,145.29","91,562.71","90,331.22","87,628.96","86,202.81","82,847.48","83,649.80","82,770.70","83,382.47","84,843.32","82,617.46","81,745.28","82,102.10"
94,"4,792.00","6,533.96","8,909.14","12,165.83","16,544.17","22,332.20","29,812.21","39,073.06","49,962.23","60,397.35","70,898.86","79,169.82","83,969.34","84,682.74","84,434.99","82,609.97","81,114.57","78,656.26","79,469.88","80,113.26","82,212.56","86,497.07","89,177.08","91,574.57","94,626.99","92,646.74","91,870.76","90,678.92","90,555.88","91,105.94","92,150.86"
95,"4,792.00","6,547.80","8,946.92","12,224.89","16,604.20","22,434.02","30,052.59","38,958.98","49,626.74","58,882.19","66,145.37","74,747.89","76,710.11","83,000.61","82,928.16","85,313.53","84,113.99","81,534.07","79,825.48","80,003.75","80,775.66","84,595.27","86,130.77","88,811.93","87,389.16","87,712.58","86,751.21","84,468.13","85,392.79","81,354.97","81,633.98"
96,"4,792.00","6,563.09","8,988.77","12,192.16","16,550.96","22,369.34","29,445.85","38,823.75","48,007.94","57,672.52","67,184.45","73,750.60","77,446.55","82,821.18","83,452.24","85,842.49","87,490.51","88,926.70","87,222.75","89,859.63","88,571.41","90,933.94","92,776.26","93,808.92","94,852.63","93,728.91","91,632.81","90,174.06","87,941.50","88,729.02","89,929.59"
97,"4,792.00","6,548.59","8,949.08","12,182.63","16,498.85","22,293.35","29,751.03","38,514.57","48,308.20","56,319.84","63,876.52","69,106.58","72,578.98","74,506.88","77,159.29","78,830.69","81,905.94","83,856.50","82,787.25","83,540.56","82,995.41","84,157.87","86,652.50","86,055.65","87,238.25","85,140.38","82,990.82","80,303.10","77,224.85","77,666.07","78,751.18"
98,"4,792.00","6,549.50","8,951.59","12,171.84","16,554.05","22,359.22","29,531.83","38,796.81","48,563.07","57,685.43","68,106.59","75,874.37","79,838.19","83,083.66","83,170.87","82,310.16","81,228.30","79,122.59","78,423.25","77,338.21","79,480.05","79,868.88","80,663.51","82,734.64","84,159.02","85,977.53","88,715.02","86,117.23","88,573.37","85,195.16","86,246.69"
99,"4,792.00","6,562.92","8,988.31","12,272.76","16,685.49","22,496.08","29,937.12","39,261.67","49,678.42","58,762.74","67,056.59","71,344.91","76,887.15","80,816.55","82,037.67","86,738.64","83,470.04","85,434.92","84,745.44","85,572.17","84,487.45","83,614.77","83,804.73","84,963.62","84,915.34","84,722.34","85,915.26","83,704.29","84,681.73","84,563.32","84,619.59"
100,"4,792.00","6,560.80","8,982.48","12,255.23","16,564.65","22,164.63","29,332.03","37,773.00","47,272.46","57,032.76","66,774.37","75,063.18","81,789.85","84,918.65","87,693.98","88,435.47","88,629.27","89,722.59","89,537.97","91,043.41","92,008.32","88,851.56","89,854.33","85,347.57","83,125.57","83,225.31","83,420.16","85,370.94","85,114.00","84,772.96","83,419.64"
101,"4,792.00","6,566.09","8,996.99","12,269.26","16,620.94","22,252.81","29,770.39","38,710.25","49,836.52","61,037.65","71,538.98","81,906.35","87,325.11","91,723.06","90,640.71","88,195.75","84,886.55","84,565.33","82,320.97","83,934.72","81,063.45","82,159.22","79,964.47","82,519.87","81,784.71","83,115.64","84,790.89","86,126.38","85,544.50","87,542.13","87,919.13"
102,"4,792.00","6,553.76","8,963.21","12,204.98","16,565.32","22,202.15","29,621.15","38,808.78","48,904.26","59,964.37","67,056.10","73,639.66","77,584.36","79,861.33","79,891.10","83,171.08","82,948.23","85,634.81","88,516.99","89,700.34","92,728.73","92,426.03","91,859.80","88,886.02","88,747.35","84,995.56","86,055.03","85,604.80","86,541.58","88,757.81","88,803.28"
103,"4,792.00","6,547.11","8,945.03","12,202.18","16,570.90","22,184.46","29,248.71","38,298.08","47,700.63","57,595.51","67,563.65","74,425.92","80,376.51","82,341.38","85,292.03","86,627.40","85,346.81","85,583.52","85,414.60","81,651.88","82,273.60","82,496.26","84,021.35","87,741.77","90,838.63","89,745.92","88,449.91","87,043.47","84,463.87","85,422.33","83,715.89"
104,"4,792.00","6,550.83","8,955.20","12,159.64","16,366.79","22,118.16","29,520.23","39,047.32","50,029.51","60,015.12","68,486.91","75,191.44","77,070.04","80,675.35","81,771.50","83,848.65","83,773.12","86,010.37","86,221.28","88,086.28","87,774.56","89,488.63","88,053.02","87,649.98","84,528.95","82,006.52","81,771.75","80,813.66","83,569.13","83,790.95","85,029.72"
105,"4,792.00","6,568.56","9,003.75","12,289.33","16,630.04","22,436.52","29,975.73","39,257.33","50,036.77","60,499.80","68,261.84","74,881.29","79,482.59","83,638.79","88,285.31","93,077.56","92,279.75","90,618.81","89,771.60","88,172.59","85,484.20","83,559.98","81,336.50","78,271.99","80,069.03","81,094.08","80,825.33","80,466.50","79,808.91","79,994.76","82,415.39"
106,"4,792.00","6,547.89","8,947.18","12,216.76","16,564.23","22,338.37","29,790.13","39,066.51","49,984.46","60,946.40","72,525.56","82,379.33","88,124.84","91,243.83","93,195.81","93,526.78","95,916.36","96,861.92","93,516.82","94,384.26","91,606.87","90,141.74","87,139.96","84,422.27","82,333.63","78,903.05","79,552.56","76,793.53","78,970.11","77,938.34","78,079.61"
107,"4,792.00","6,556.13","8,969.70","12,184.21","16,418.27","21,930.50","29,333.17","37,894.83","48,265.29","58,782.61","66,389.87","73,732.24","78,523.70","82,466.93","84,019.31","86,114.81","86,491.21","86,043.23","84,560.66","85,490.12","84,381.72","84,229.06","86,634.75","86,937.29","87,763.07","89,507.84","90,372.66","89,394.67","88,600.01","88,031.02","87,108.86"
108,"4,792.00","6,561.39","8,984.11","12,187.34","16,485.97","22,253.20","29,646.11","39,101.69","48,583.00","59,728.71","67,631.13","75,835.36","81,746.35","83,569.63","85,971.61","87,690.94","89,312.54","91,414.62","92,175.88","90,660.78","87,686.12","84,838.62","83,128.72","81,976.69","80,678.42","80,177.88","81,253.84","80,617.12","83,890.34","84,591.69","87,707.92"
109,"4,792.00","6,558.35","8,975.78","12,180.26","16,448.52","22,227.49","29,684.04","39,269.97","49,934.04","60,808.12","70,433.40","76,628.29","83,809.41","87,221.67","91,102.84","90,734.26","90,384.76","89,247.47","86,519.96","85,980.27","84,843.36","81,946.56","83,198.40","83,463.89","84,630.59","88,389.17","90,355.34","91,026.46","93,185.10","89,991.99","91,057.07"
110,"4,792.00","6,541.34","8,929.28","12,187.66","16,475.66","22,152.44","29,269.22","38,537.47","47,843.25","58,539.38","68,721.79","76,934.21","84,463.84","88,153.02","88,472.01","88,429.17","86,575.90","83,371.54","82,392.91","79,585.54","78,812.20","79,350.60","78,600.86","81,559.62","81,844.09","84,316.76","82,618.24","84,648.21","82,795.54","84,038.56","83,334.51"
111,"4,792.00","6,562.50","8,987.16","12,210.05","16,492.91","22,177.50","29,250.52","38,666.67","48,042.10","59,262.77","69,371.81","79,503.55","84,932.54","91,441.44","93,583.66","96,220.81","98,587.66","99,749.02","99,331.12","100,155.55","99,617.24","95,400.13","94,440.62","91,063.73","88,757.67","85,636.41","83,236.86","82,541.03","80,974.03","82,428.59","83,247.42"
112,"4,792.00","6,543.30","8,934.64","12,176.83","16,451.61","21,999.98","29,345.70","37,835.34","47,783.61","56,697.63","65,305.81","70,984.03","77,875.41","80,087.69","84,954.67","84,995.66","86,336.35","84,633.77","85,713.94","85,725.09","88,567.36","86,484.54","85,919.58","85,448.18","82,740.65","85,250.41","84,369.86","85,600.78","86,997.94","87,152.97","86,659.53"
113,"4,792.00","6,573.31","9,016.77","12,320.11","16,679.14","22,354.73","29,433.13","38,062.51","47,429.81","56,886.80","66,769.79","75,711.19","81,619.00","84,786.47","87,185.37","85,065.23","86,245.85","84,662.65","86,830.84","85,771.40","88,183.04","88,999.75","89,613.64","88,548.07","89,710.13","88,844.74","89,799.54","89,106.62","87,630.22","84,467.40","81,563.41"
114,"4,792.00","6,539.17","8,923.36","12,183.56","16,548.04","22,126.44","29,202.96","37,327.34","46,613.68","55,127.26","65,662.19","74,031.99","82,889.83","86,397.03","88,013.35","89,721.35","85,598.26","85,798.67","85,238.62","82,142.89","84,861.86","84,644.63","85,469.15","87,112.29","87,502.94","89,177.17","90,789.25","93,139.46","95,547.28","97,391.93","98,146.38"
115,"4,792.00","6,536.21","8,915.29","12,118.12","16,431.42","22,071.86","29,461.10","39,023.92","49,359.42","60,428.27","70,006.10","78,390.47","82,719.01","88,463.71","89,441.39","89,940.91","88,233.13","87,098.96","83,167.09","83,780.69","84,160.78","83,115.35","86,699.02","87,514.88","90,448.74","93,116.82","93,763.97","94,740.65","94,624.88","94,457.82","94,501.14"
116,"4,792.00","6,562.11","8,986.09","12,274.84","16,627.31","22,257.28","29,440.87","37,806.52","46,343.03","54,324.00","61,269.17","66,013.13","72,089.30","74,646.11","77,864.79","80,603.57","81,289.65","84,567.08","86,810.75","88,337.19","91,074.02","89,557.42","87,555.77","84,856.81","84,346.14","80,683.53","79,943.75","77,760.08","74,835.93","76,169.32","76,955.97"
117,"4,792.00","6,554.04","8,963.98","12,249.55","16,640.77","22,388.44","29,699.09","38,745.36","47,895.18","57,374.42","66,350.64","73,318.81","81,544.60","82,820.13","87,682.16","85,715.97","88,413.18","89,221.90","88,714.74","90,005.36","89,458.43","88,240.63","87,643.73","84,330.06","85,212.60","84,859.31","84,576.70","86,801.54","85,076.94","84,267.62","83,902.21"
118,"4,792.00","6,560.94","8,982.86","12,236.82","16,538.83","22,339.89","29,566.56","39,168.24","48,236.17","59,141.37","68,215.06","74,937.46","80,903.41","84,600.22","83,447.03","86,077.82","83,322.09","85,802.63","83,897.50","83,067.77","82,750.50","82,630.97","81,074.97","83,539.87","83,609.82","82,433.80","81,194.88","80,595.98","80,191.12","82,457.92","84,554.58"
119,"4,792.00","6,567.75","9,001.54","12,240.29","16,619.68","22,136.90","29,282.59","37,962.34","47,459.66","58,700.43","67,008.79","76,462.96","82,225.26","86,963.65","87,688.24","89,987.40","87,465.44","87,116.04","86,353.80","85,893.04","86,941.31","87,109.56","87,724.92","87,060.66","84,079.10","83,182.55","80,181.49","80,083.38","81,457.84","81,215.34","81,876.97"
120,"4,792.00","6,544.85","8,938.87","12,133.05","16,366.72","21,917.99","28,934.09","37,364.37","46,350.72","56,153.11","65,542.04","73,776.22","80,228.52","85,122.20","88,443.04","91,942.03","93,758.80","95,856.36","94,895.52","96,393.06","94,492.80","95,293.02","93,753.43","91,672.51","87,280.00","86,559.46","81,148.33","82,666.73","79,611.11","79,982.23","80,462.88"
121,"4,792.00","6,555.17","8,967.07","12,250.95","16,503.26","22,295.18","29,329.44","38,687.17","47,906.57","57,775.58","66,609.71","73,643.15","76,567.07","81,172.69","81,556.39","82,977.75","84,519.67","86,069.84","86,752.33","89,118.76","90,097.35","87,603.35","88,809.65","86,644.21","87,099.86","88,706.30","87,437.90","86,522.49","83,987.75","83,901.63","82,484.71"
